idx,type,value
69116,PRODUCT,N2 
69117,GPE,北京
69118,GPE,北京
69119,GPE,北京
69120,GPE,北京
69121,CARDINAL,兩
69122,FAC,萬里長城
69123,GPE,吉林
69124,GPE,長春
69125,GPE,北京
69126,GPE,吉林
69127,GPE,長春
69128,GPE,吉大
69129,GPE,台灣
69130,GPE,美國
69131,LANGUAGE,英文
69132,CARDINAL,61
69133,LANGUAGE,英文
69134,LANGUAGE,英文
69135,DATE,明年
69136,DATE,一年
69137,DATE,兩年
69138,DATE,兩年
69139,GPE,美國
69140,CARDINAL,兩
69141,GPE,美國
69142,GPE,美國
69143,GPE,美國
69144,LANGUAGE,英文
69145,GPE,美國矽谷
69146,GPE,捷克
69147,ORG,ESTA
69148,PRODUCT,F-1
69149,PRODUCT,B-2
69150,GPE,英國
69151,NORP,亞洲
69152,NORP,巴西
69153,PERSON,慶熙ing
69154,GPE,慶熙
69155,PERSON,B0 
69156,NORP,台灣人
69157,NORP,台灣人
69158,ORG,日本大學
69159,LOC,歐洲
69160,LOC,歐洲
69161,LOC,歐洲
69162,ORG,舊金山分校
69163,GPE,美國
69164,GPE,美國
69165,GPE,英國
69166,GPE,英國
69167,ORG,紐約州立大學
69168,NORP,英國
69169,GPE,台灣
69170,ORG,石溪分校
69171,GPE,台灣
69172,NORP,台灣人
69173,GPE,澳洲
69174,GPE,台灣
69175,GPE,澳洲
69176,LANGUAGE,日文
69177,DATE,兩年
69178,DATE,一到兩學期
69179,LANGUAGE,英文
69180,ORG,社大
69181,GPE,美國
69182,GPE,英國
69183,GPE,美國
69184,GPE,英國
69185,ORG,Lancaster
69186,GPE,英國
69187,ORG,UB水牛城分校
69188,GPE,美國
69189,GPE,英國
69190,ORG,B1 加州大學
69191,ORG,加州大學
69192,GPE,美國
69193,ORG,紐約州立
69194,NORP,英國
69195,GPE,台灣
69196,GPE,清邁
69197,DATE,兩年
69198,DATE,幾歲
69199,DATE,兩年
69200,GPE,美國
69201,NORP,台灣人
69202,NORP,台灣人
69203,GPE,台灣
69204,NORP,台灣人
69205,NORP,台灣人
69206,LANGUAGE,英文
69207,GPE,台灣
69208,NORP,台灣人
69209,ORG,成大
69210,MONEY,五塊錢
69211,GPE,美
69212,PERSON,b27
69213,GPE,美國
69214,GPE,台灣
69215,ORG,移民居
69216,LANGUAGE,英語
69217,DATE,兩年
69218,ORG,社大
69219,CARDINAL,四
69220,PRODUCT,B5 
69221,CARDINAL,三
69222,PERSON,😂 
69223,MONEY,台幣20
69224,DATE,半年
69225,GPE,台灣
69226,GPE,台灣
69227,NORP,日本人
69228,NORP,日本人
69229,NORP,日本人
69230,GPE,日本
69231,NORP,日本人
69232,DATE,一年
69233,GPE,宿霧
69234,GPE,台
69235,PRODUCT,B9 
69236,GPE,釜山
69237,GPE,慶星
69238,GPE,首爾
69239,GPE,釜山
69240,GPE,美國
69241,GPE,美國
69242,GPE,美國
69243,GPE,英國
69244,GPE,英國
69245,GPE,澳洲
69246,GPE,美國
69247,GPE,美國
69248,ORG,中興
69249,CARDINAL,3.3
69250,GPE,英
69251,LANGUAGE,英文
69252,GPE,美
69253,CARDINAL,8.0
69254,ORG,台大
69255,CARDINAL,116
69256,ORG,台大
69257,PERSON,雅思根托福
69258,DATE,去年年底
69259,CARDINAL,15
69260,GPE,美國
69261,GPE,台灣
69262,GPE,台灣
69263,GPE,美國
69264,NORP,台灣人
69265,GPE,英國
69266,GPE,英國
69267,NORP,美國
69268,GPE,美國
69269,DATE,一年
69270,GPE,英國
69271,GPE,英國
69272,CARDINAL,10
69273,CARDINAL,三
69274,ORG,臺大
69275,ORG,台大
69276,CARDINAL,30
69277,GPE,台
69278,GPE,韓
69279,ORG,野雞學校
69280,GPE,英國
69281,GPE,美國
69282,DATE,7年
69283,CARDINAL,百
69284,NORP,英國
69285,GPE,英國
69286,DATE,一年
69287,GPE,美國
69288,GPE,台灣
69289,GPE,英國
69290,GPE,澳洲紐西蘭
69291,GPE,美國
69292,NORP,美國
69293,ORG,台大醫科
69294,GPE,美國
69295,ORG,CS 
69296,GPE,美國
69297,GPE,英國
69298,ORG,Berkeley
69299,CARDINAL,三
69300,CARDINAL,92
69301,CARDINAL,100
69302,CARDINAL,30
69303,ORG,台大
69304,ORG, SF State 
69305,ORG,加州大學
69306,ORG,加州州立大學
69307,ORG,UCSF 
69308,DATE,兩年
69309,DATE,4月
69310,GPE,瑞典
69311,CARDINAL,一
69312,CARDINAL,4 
69313,GPE,美國
69314,ORG,B12 
69315,ORG,社大
69316,CARDINAL,大三
69317,CARDINAL,50
69318,NORP,臺灣人
69319,ORG,B13
69320,CARDINAL,四
69321,LANGUAGE,韓文
69322,LANGUAGE,韓文
69323,GPE,美國
69324,NORP,美國人
69325,PRODUCT,B12 
69326,ORG,台大
69327,ORDINAL,第一
69328,PERSON,炫耀文
69329,ORG,台大
69330,NORP,美國人
69331,GPE,美國
69332,GPE,西雅圖
69333,ORG,台大
69334,ORG,台大
69335,GPE,中國
69336,LANGUAGE,韓文
69337,GPE,越南
69338,GPE,烏茲別克
69339,GPE,釜山
69340,GPE,台灣
69341,ORDINAL,第一
69342,GPE,西雅圖
69343,GPE,Michigan State
69344,GPE,Penn State
69345,GPE,Minnestoa
69346,GPE, TAMU 
69347,LOC,B16 
69348,GPE,Rice 
69349,GPE,德州
69350,GPE, UT Austin
69351,NORP,台灣人
69352,GPE, UT Dallas 
69353,CARDINAL,五
69354,GPE,德州
69355,CARDINAL,九成
69356,QUANTITY,0.0
69357,CARDINAL,G5
69358,GPE,台灣
69359,GPE,台灣
69360,PERSON,B15 All good lol
69361,GPE,美國
69362,PERSON,B16 
69363,GPE,博班
69364,CARDINAL,三
69365,PERSON,B38 
69366,CARDINAL,兩
69367,CARDINAL,14
69368,NORP,英國
69369,ORG,Leeds
69370,GPE,美國
69371,ORG,台大
69372,GPE,英國
69373,ORG,台大
69374,CARDINAL,10
69375,GPE,美國
69376,GPE,台灣
69377,GPE,台灣
69378,ORG,台大
69379,ORG,台大
69380,GPE,中
69381,GPE,英
69382,NORP,歐
69383,NORP,美
69384,ORG,台大
69385,GPE,英國
69386,CARDINAL,30
69387,GPE,英國
69388,PERSON,Booth
69389,PERSON,B24 
69390,PERSON,B0 霍特
69391,CARDINAL,B40
69392,LOC,北歐
69393,GPE,挪威
69394,ORG,台大
69395,ORG,LSE
69396,GPE,美國
69397,GPE,美國
69398,GPE,台灣
69399,CARDINAL,兩
69400,NORP,美國
69401,DATE,今天
69402,NORP,英國
69403,NORP,台灣人
69404,NORP,台灣人
69405,NORP,台灣人
69406,ORG,台大
69407,GPE,台灣
69408,ORG,成大
69409,GPE,美國
69410,GPE,美國
69411,NORP,美國人
69412,ORG,野雞大學
69413,ORG,G5華威
69414,ORG,成大
69415,PERSON,逢甲
69416,CARDINAL,八成
69417,GPE,英國
69418,CARDINAL,一百
69419,ORG,成大
69420,LOC,東南亞
69421,ORG,UCSF
69422,ORG,慶記大學
69423,GPE,台中
69424,DATE,明年3月底
69425,DATE,9月
69426,NORP,巴西人
69427,ORG,B7 
69428,ORG,台大
69429,ORG,台大
69430,GPE,加州
69431,CARDINAL,兩
69432,GPE,台灣
69433,ORG,成大
69434,GPE,英國
69435,NORP,中國
69436,PRODUCT,B12
69437,LANGUAGE,英文
69438,ORG,B27 逢甲
69439,ORG,逢甲
69440,PRODUCT,excel
69441,DATE,6月
69442,PERSON,B29
69443,NORP,台灣人
69444,LOC,台灣
69445,DATE,今年
69446,NORP,美國人
69447,NORP,中國人
69448,GPE,台灣
69449,CARDINAL,一
69450,GPE,台灣
69451,GPE,美國
69452,GPE,英國
69453,NORP,德國人
69454,ORG,台大
69455,GPE,英國
69456,GPE,加拿大
69457,CARDINAL,30
69458,ORG,台大
69459,ORG,台大
69460,GPE,英國
69461,NORP,台灣
69462,NORP,台灣人
69463,NORP,台灣人
69464,GPE,英國
69465,GPE,美國
69466,DATE,6月
69467,GPE,台灣
69468,ORG, UCSF 
69469,GPE,宿霧
69470,NORP,台灣人
69471,ORG,CIP
69472,LANGUAGE,英文
69473,PERSON,克拉克
69474,LOC,桃園地區
69475,GPE,龍華
69476,CARDINAL,22
69477,GPE,桃園
69478,GPE,高雄
69479,NORP,美國
69480,GPE,台灣
69481,GPE,美國
69482,PRODUCT,QQ
69483,PERSON,B19
69484,DATE,明年第一季
69485,DATE,一年
69486,DATE,去年12月
69487,DATE,一年
69488,DATE,12月
69489,NORP,美國
69490,ORG,社大
69491,DATE,去年六月
69492,DATE,兩年
69493,GPE,英國
69494,DATE,一個月
69495,GPE,荷蘭
69496,NORP,台灣人
69497,DATE,4年
69498,NORP,歐
69499,NORP,美
69500,GPE,台灣
69501,CARDINAL,一
69502,DATE,四年
69503,GPE,台灣
69504,ORG,台大財金
69505,ORG,台大
69506,ORG,社大
69507,GPE,台灣
69508,DATE,三年
69509,NORP,台灣人
69510,NORP,中國人
69511,NORP,台灣人
69512,LOC,亞洲
69513,GPE,加州
69514,GPE,加州
69515,CARDINAL,三
69516,DATE,三個月
69517,GPE,台灣
69518,LOC,亞洲
69519,GPE,台灣
69520,GPE,美國
69521,GPE,台灣
69522,NORP,華人
69523,PERSON,川普
69524,NORP,華人
69525,NORP,印度人
69526,GPE,美國
69527,DATE,這幾年
69528,ORG,UCI
69529,GPE,Irvine
69530,ORG,Sciences 😂
69531,NORP,美國
69532,ORG,州立大學
69533,PERSON,Dental School 
69534,ORG,Nursing
69535,CARDINAL,39
69536,ORG,加州大學
69537,CARDINAL,一
69538,GPE,台灣
69539,ORG,香港科技大學
69540,DATE,明年
69541,ORG,Berkeley
69542,NORP,加州
69543,CARDINAL,四
69544,NORP,英國
69545,GPE,英國
69546,NORP,美國
69547,GPE,英國
69548,NORP,美國
69549,ORG,會計系
69550,GPE,台灣
69551,ORDINAL,第一
69552,GPE,港大
69553,DATE,今年
69554,CARDINAL,１１２
69555,CARDINAL,950
69556,GPE,台灣
69557,ORG,台大
69558,CARDINAL,1
69559,CARDINAL,1
69560,CARDINAL,１５０萬
69561,CARDINAL,一
69562,CARDINAL,0..0
69563,PERCENT,4成
69564,CARDINAL,2
69565,CARDINAL,3
69566,ORG,香港科技大學
69567,CARDINAL,三
69568,ORG,加州柏克萊區塊鏈實驗室
69569,ORG,Jeff
69570,PRODUCT,QQ
69571,CARDINAL,大三
69572,GPE,臺灣
69573,GPE,台灣
69574,LOC,亞洲
69575,CARDINAL,5
69576,ORG,鮮芋仙
69577,GPE,台灣
69578,NORP,台灣人
69579,NORP,台灣人
69580,ORG,托福
69581,ORG,Meng
69582,CARDINAL,一百
69583,ORG,UIUC
69584,CARDINAL,一
69585,CARDINAL,112
69586,GPE,英
69587,CARDINAL,1
69588,NORP,台灣人
69589,GPE,日本
69590,GPE,美國
69591,GPE,美國
69592,CARDINAL,一
69593,NORP,台灣
69594,GPE,中國大陸
69595,LOC,東亞
69596,DATE,去年暑假
69597,GPE,台灣
69598,GPE,中國大陸
69599,ORG,美國維吉尼亞大學
69600,GPE,台灣
69601,DATE,8月份
69602,NORP,臺灣人
69603,PERSON,B1 文文
69604,NORP,台灣人
69605,GPE,清邁
69606,NORP,中國
69607,NORP,台灣人
69608,NORP,台灣人
69609,NORP,台灣人
69610,GPE,台灣
69611,GPE,美國
69612,GPE,中
69613,DATE,7.8月
69614,GPE,日
69615,GPE,韓
69616,LANGUAGE,英文
69617,NORP,臺灣人
69618,GPE,美國
69619,CARDINAL,四
69620,DATE,一學期
69621,NORP,台灣人
69622,NORP,台灣人
69623,NORP,台灣人
69624,NORP,台灣人
69625,GPE,台灣
69626,DATE,冬天
69627,GPE,美國
69628,DATE,冬天
69629,GPE,台灣
69630,MONEY,2張$30
69631,CARDINAL,5/29
69632,ORG,博恩
69633,GPE,多倫多
69634,GPE,多倫多
69635,DATE,這幾天
69636,ORG,西班牙哈恩大學
69637,PRODUCT,B15
69638,PRODUCT,B3 
69639,DATE,春學期
69640,DATE,秋學期
69641,GPE,釜山
69642,TIME,6/30
69643,GPE,加州
69644,QUANTITY,二級
69645,LANGUAGE,日文
69646,DATE,春學期
69647,DATE,這學期
69648,GPE,釜山
69649,TIME,5秒
69650,TIME,五分鐘
69651,GPE,大阪
69652,NORP,日本
69653,DATE,前一天
69654,PERSON,雷
69655,DATE,十月底
69656,NORP,台灣人
69657,LOC,歐
69658,GPE,美
69659,GPE,香港
69660,GPE,香港
69661,NORP,老美
69662,NORP,華人
69663,PERSON,蘇蘇
69664,ORG,UCSF
69665,ORG,生醫科系
69666,ORG,中國留學社
69667,NORP,台灣人
69668,DATE,一年
69669,DATE,一個禮拜
69670,NORP,台灣人
69671,PERSON,B12 
69672,NORP,台灣人
69673,NORP,台灣人
69674,NORP,台灣人
69675,NORP,台灣人
69676,GPE,台灣
69677,NORP,台灣人
69678,ORG,花旗
69679,CARDINAL,1
69680,ORG,中信
69681,GPE,馬來西亞
69682,DATE,下學期
69683,ORG,西班牙交換生社團
69684,GPE,西班牙
69685,GPE,香港
69686,NORP,歐
69687,ORG,港科大
69688,NORP,美
69689,NORP,香港
69690,GPE,香港
69691,NORP,英國
69692,PERSON,B46 G5
69693,NORP,台灣人
69694,GPE,中國
69695,CARDINAL,985
69696,CARDINAL,985
69697,CARDINAL,一
69698,CARDINAL,985
69699,CARDINAL,兩
69700,ORG,復旦交大
69701,MONEY,三千元
69702,NORP,台灣人
69703,NORP,台灣人
69704,NORP,台灣人
69705,NORP,台灣人
69706,NORP,英國
69707,NORP,台灣人
69708,CARDINAL,一
69709,CARDINAL,1
69710,GPE,美國
69711,ORDINAL,1
69712,LANGUAGE,英文
69713,DATE,週六
69714,CARDINAL,兩
69715,CARDINAL,2
69716,CARDINAL,四
69717,CARDINAL,150
69718,QUANTITY,40公分
69719,CARDINAL,200
69720,MONEY,幾十元
69721,CARDINAL,150
69722,CARDINAL,四
69723,CARDINAL,一
69724,NORP,大陸人
69725,GPE,日本
69726,NORP,大陸人
69727,GPE,日本
69728,GPE,溫哥華
69729,DATE,一年
69730,LANGUAGE,日文
69731,GPE,日本
69732,CARDINAL,一
69733,NORP,日本人
69734,NORP,日本
69735,GPE,日本
69736,NORP,日本人
69737,CARDINAL,一
69738,GPE,加拿大
69739,DATE,四年
69740,LOC,亞洲
69741,DATE,9月
69742,LANGUAGE,日文
69743,DATE,24/7
69744,GPE,日本
69745,CARDINAL,二
69746,CARDINAL,4
69747,GPE,溫哥華
69748,GPE,溫哥華
69749,GPE,日本
69750,GPE,加拿大
69751,ORDINAL,第一
69752,ORG,美國州立大學
69753,GPE,溫哥華
69754,GPE,美國加拿大
69755,GPE,台灣
69756,LANGUAGE,日文
69757,GPE,日本
69758,NORP,美國
69759,CARDINAL,一
69760,DATE,7月
69761,ORDINAL,第三
69762,NORP,美國
69763,CARDINAL,22
69764,GPE,大陸
69765,PERSON,哈哈哈 
69766,CARDINAL,350
69767,PRODUCT,B29 
69768,CARDINAL,350～550
69769,NORP,台灣人
69770,DATE,一個禮拜
69771,ORG,高雄醫學大學
69772,TIME,9:00
69773,GPE,日本
69774,CARDINAL,一
69775,NORP,日本
69776,GPE,日本
69777,CARDINAL,一
69778,DATE,星期六
69779,CARDINAL,兩
69780,GPE,台灣
69781,LANGUAGE,日文
69782,DATE,前幾天
69783,DATE,星期五
69784,GPE,日本
69785,DATE,星期天
69786,ORG,麥當勞
69787,GPE,台灣
69788,GPE,日本
69789,CARDINAL,三
69790,GPE,日本
69791,CARDINAL,一
69792,GPE,日本
69793,GPE,台灣
69794,GPE,日本
69795,GPE,日本
69796,GPE,大陸
69797,NORP,台灣人
69798,GPE,大陸
69799,NORP,台灣
69800,NORP,美國
69801,CARDINAL,十
69802,GPE,台灣
69803,PERSON,b24
69804,CARDINAL,484
69805,GPE,波蘭
69806,PRODUCT,QQ
69807,GPE,台北
69808,CARDINAL,73
69809,GPE,波蘭
69810,GPE,波蘭
69811,CARDINAL,74
69812,GPE,波蘭
69813,CARDINAL,65
69814,ORDINAL,第一
69815,ORG,柏克萊
69816,GPE,台灣
69817,ORG,台大
69818,CARDINAL,112
69819,GPE,波蘭
69820,GPE,台灣
69821,NORP,台灣
69822,GPE,台灣
69823,TIME,3秒
69824,CARDINAL,2
69825,CARDINAL,一二
69826,CARDINAL,三
69827,CARDINAL,三
69828,CARDINAL,千萬億
69829,PERSON,王菩薩
69830,DATE,三十三天
69831,PERSON,白空
69832,PERSON,山林木
69833,PERSON,羅漢福
69834,DATE,今三日
69835,CARDINAL,三
69836,CARDINAL,四
69837,CARDINAL,六
69838,CARDINAL,六
69839,PERSON,梵志
69840,CARDINAL,六萬
69841,CARDINAL,四
69842,PERSON,王菩薩
69843,CARDINAL,千
69844,CARDINAL,四百千萬億
69845,PERSON,王菩薩
69846,PERSON,永脫
69847,CARDINAL,四
69848,PERSON,摩耶
69849,DATE,十三歲
69850,CARDINAL,千萬億
69851,CARDINAL,三
69852,CARDINAL,百千萬數
69853,PERSON,蒙世尊
69854,CARDINAL,數百千
69855,CARDINAL,數千萬
69856,PERSON,菩薩
69857,PERSON,于今度
69858,PERSON,王如來塔
69859,CARDINAL,六
69860,CARDINAL,六
69861,PERSON,于今度
69862,CARDINAL,五
69863,CARDINAL,四十
69864,CARDINAL,百千萬億
69865,DATE,四十九日後
69866,CARDINAL,百千萬數
69867,DATE,壽年十三
69868,CARDINAL,五
69869,PERSON,白空
69870,LOC,大鐵圍山
69871,GPE,清淨蓮
69872,PERSON,王菩薩
69873,PERSON,羗胡夷狄
69874,DATE,四十九日後
69875,PERSON,梵志
69876,CARDINAL,五百
69877,CARDINAL,千
69878,CARDINAL,數百千
69879,CARDINAL,六萬
69880,ORDINAL,第一
69881,PERSON,重白菩薩
69882,PERSON,云承
69883,PERSON,王如來塔
69884,CARDINAL,五
69885,DATE,三十三天
69886,ORDINAL,一等
69887,CARDINAL,一
69888,DATE,四十九日後
69889,CARDINAL,千百
69890,CARDINAL,三千
69891,DATE,四十九日後
69892,CARDINAL,數千萬
69893,GPE,海東
69894,LOC,大鐵圍山
69895,PERSON,云承
69896,ORDINAL,第一
69897,PERSON,汝母
69898,DATE,壽年十三
69899,CARDINAL,十八
69900,CARDINAL,三
69901,PERSON,王白佛
69902,CARDINAL,四十
69903,CARDINAL,千萬億
69904,QUANTITY,萬八千里
69905,QUANTITY,一萬里
69906,GPE,一鄰
69907,CARDINAL,千萬億
69908,CARDINAL,千萬億
69909,CARDINAL,百千萬數
69910,PERSON,王菩薩
69911,CARDINAL,千
69912,GPE,海東
69913,CARDINAL,千萬億
69914,CARDINAL,千百
69915,CARDINAL,一十八
69916,QUANTITY,一萬里
69917,PERSON,菩薩
69918,PERSON,汝母
69919,DATE,十三歲
69920,CARDINAL,三
69921,DATE,十三歲
69922,CARDINAL,百千萬億
69923,DATE,十三歲
69924,PERSON,王菩薩
69925,FAC,先佛塔寺
69926,FAC,先佛塔寺
69927,CARDINAL,五
69928,CARDINAL,百千
69929,PERSON,蒙世尊
69930,PERSON,香華
69931,CARDINAL,千百
69932,CARDINAL,五
69933,CARDINAL,千百億
69934,PERSON,羗胡夷狄
69935,PERSON,王菩薩
69936,CARDINAL,五
69937,CARDINAL,千萬億
69938,CARDINAL,五百
69939,CARDINAL,五百
69940,PERSON,于今度
69941,QUANTITY,一萬里
69942,PERSON,蒙世尊
69943,PERSON,羅天
69944,DATE,壽年百歲
69945,NORP,婆羅門
69946,PERSON,王如來塔
69947,PERSON,恒河沙
69948,CARDINAL,三
69949,CARDINAL,千
69950,GPE,一鄰
69951,GPE,清淨蓮
69952,ORDINAL,一等
69953,PERSON,羅天
69954,NORP,婆羅門
69955,PERSON,恒河沙
69956,PERSON,菩薩
69957,CARDINAL,千萬億
69958,CARDINAL,三
69959,PERSON,王菩薩
69960,CARDINAL,千百
69961,CARDINAL,千萬億
69962,CARDINAL,五
69963,PERSON,梵志
69964,PERSON,梵志
69965,CARDINAL,四
69966,CARDINAL,四百千萬億
69967,CARDINAL,數千萬
69968,CARDINAL,三
69969,CARDINAL,五
69970,CARDINAL,百千萬數
69971,GPE,清淨蓮
69972,CARDINAL,三
69973,PERSON,云承
69974,DATE,三十三天
69975,CARDINAL,五
69976,DATE,壽年十三
69977,CARDINAL,千萬億
69978,PERSON,王白佛
69979,CARDINAL,一二
69980,CARDINAL,六
69981,PERSON,永脫
69982,CARDINAL,十八
69983,CARDINAL,五
69984,LOC,大鐵圍山
69985,PERSON,王如來塔
69986,CARDINAL,五
69987,NORP,佛母
69988,DATE,壽年十三
69989,PERSON,摩耶
69990,PERSON,摩耶
69991,PERSON,恒河沙
69992,ORDINAL,第一
69993,PERSON,汝母
69994,CARDINAL,四百千萬億
69995,CARDINAL,六萬
69996,CARDINAL,千萬億
69997,CARDINAL,千百
69998,PERSON,羅天
69999,CARDINAL,一
70000,CARDINAL,數百千
70001,CARDINAL,千百億
70002,CARDINAL,三
70003,CARDINAL,一
70004,QUANTITY,萬八千里
70005,DATE,今三日
70006,PERSON,何神德
70007,PERSON,摩耶
70008,CARDINAL,十八
70009,CARDINAL,三
70010,PERSON,山林木
70011,CARDINAL,一十八
70012,PERSON,羅漢愍
70013,DATE,十三歲
70014,CARDINAL,千萬億
70015,CARDINAL,千百億
70016,FAC,王如來塔寺
70017,PERSON,山林木
70018,PERSON,羅漢愍
70019,CARDINAL,五百
70020,CARDINAL,千百
70021,PERSON,永脫
70022,FAC,先佛塔寺
70023,CARDINAL,四
70024,CARDINAL,千百
70025,CARDINAL,五百
70026,PERSON,于今度
70027,CARDINAL,千百
70028,CARDINAL,千萬億
70029,CARDINAL,六萬
70030,PERSON,永脫
70031,CARDINAL,一十八
70032,CARDINAL,千萬億
70033,PERSON,恒河沙
70034,DATE,十三歲
70035,CARDINAL,千萬億
70036,CARDINAL,六
70037,CARDINAL,三
70038,QUANTITY,一萬里
70039,CARDINAL,千萬億
70040,CARDINAL,三千
70041,PERSON,何神德
70042,PERSON,云何
70043,PERSON,羅天
70044,DATE,三十三天
70045,PERSON,王菩薩
70046,QUANTITY,萬八千里
70047,PERSON,重白菩薩
70048,PERSON,王菩薩
70049,PERSON,重白菩薩
70050,PERSON,羅漢福
70051,CARDINAL,三
70052,PERSON,云承
70053,ORDINAL,第一
70054,PERSON,云何
70055,CARDINAL,千萬億
70056,CARDINAL,數百千
70057,CARDINAL,三
70058,CARDINAL,千萬億
70059,PERSON,菩薩
70060,PERSON,何神德
70061,CARDINAL,百千萬億
70062,PERSON,王菩薩
70063,ORDINAL,一等
70064,FAC,王如來塔寺
70065,PERSON,羅漢福
70066,CARDINAL,三
70067,CARDINAL,千萬億
70068,DATE,壽年百歲
70069,FAC,王如來塔寺
70070,DATE,今三日
70071,PERSON,云何
70072,CARDINAL,四
70073,PERSON,羅漢愍
70074,CARDINAL,五
70075,FAC,王如來塔寺
70076,CARDINAL,千萬億
70077,CARDINAL,一十八
70078,PERSON,摩耶
70079,CARDINAL,千萬億
70080,CARDINAL,三
70081,CARDINAL,百千
70082,CARDINAL,六
70083,CARDINAL,四十
70084,PERSON,羗胡夷狄
70085,CARDINAL,十八
70086,CARDINAL,百千
70087,CARDINAL,百千萬億
70088,PERSON,白空
70089,NORP,婆羅門
70090,PERSON,香華
70091,PERSON,王白佛
70092,CARDINAL,四
70093,CARDINAL,千萬億
70094,CARDINAL,三
70095,PERSON,云何
70096,CARDINAL,千萬億
70097,CARDINAL,百千
70098,CARDINAL,千萬億
70099,CARDINAL,一
70100,DATE,十三歲
70101,CARDINAL,四百千萬億
70102,GPE,海東
70103,CARDINAL,一二
70104,GPE,海東
70105,PERSON,摩耶
70106,PERSON,香華
70107,CARDINAL,千萬億
70108,PERSON,山林木
70109,CARDINAL,三
70110,PERSON,蒙世尊
70111,CARDINAL,五百
70112,PERSON,何神德
70113,PERSON,汝母
70114,DATE,壽年百歲
70115,PERSON,白空
70116,PERSON,王菩薩
70117,CARDINAL,百千萬億
70118,PERSON,羅漢愍
70119,CARDINAL,千百億
70120,CARDINAL,五百
70121,CARDINAL,百千萬億
70122,CARDINAL,四
70123,DATE,壽年百歲
70124,CARDINAL,千萬億
70125,CARDINAL,千萬億
70126,CARDINAL,四十
70127,LOC,大鐵圍山
70128,CARDINAL,千萬億
70129,GPE,一鄰
70130,CARDINAL,六
70131,GPE,清淨蓮
70132,CARDINAL,數千萬
70133,PERSON,香華
70134,PERSON,羅漢福
70135,PERSON,王白佛
70136,PERSON,重白菩薩
70137,CARDINAL,五百
70138,CARDINAL,三
70139,DATE,十三歲
70140,FAC,先佛塔寺
70141,CARDINAL,一二
70142,PERSON,摩耶
70143,GPE,一鄰
70144,QUANTITY,萬八千里
70145,CARDINAL,六
70146,CARDINAL,六
70147,PERSON,羗胡夷狄
70148,CARDINAL,六
70149,DATE,今三日
70150,PERSON,摩耶
70151,NORP,婆羅門
70152,PERSON,B 老子
70153,CARDINAL,300
70154,CARDINAL,550
70155,PERSON,B31 350
70156,CARDINAL,450
70157,ORG,台大
70158,GPE,台灣
70159,NORP,台灣
70160,LANGUAGE,日本語
70161,CARDINAL,367
70162,CARDINAL,170
70163,CARDINAL,45
70164,CARDINAL,175
70165,CARDINAL,一
70166,PERSON,B13 
70167,ORG,柏克萊
70168,NORP,台灣
70169,GPE,中國
70170,PRODUCT,B18 
70171,DATE,兩年前
70172,ORG,清華
70173,NORP,台灣人
70174,NORP,大陸人
70175,GPE,台灣
70176,NORP,大陸人
70177,NORP,台灣人
70178,GPE,香港
70179,GPE,英國
70180,ORG,社科院
70181,ORG,LSE
70182,CARDINAL,0..0
70183,ORG,財金系
70184,ORG,會計系
70185,ORG,牙醫系
70186,PERCENT,10%
70187,GPE,台灣
70188,GPE,台灣
70189,GPE,台灣
70190,PERSON,波波
70191,CARDINAL,68
70192,GPE,日本
70193,ORG,台大
70194,GPE,日本
70195,GPE,日本
70196,GPE,台灣
70197,GPE,台灣
70198,GPE,日本
70199,GPE,日本
70200,GPE,台灣
70201,PERSON,B18 
70202,CARDINAL,10多
70203,NORP,台灣人
70204,DATE,2009
70205,CARDINAL,2029
70206,CARDINAL,70
70207,PERSON,黑
70208,CARDINAL,80
70209,GPE,台灣
70210,ORG,台大
70211,ORG,台大
70212,CARDINAL,一
70213,ORG,台灣大學
70214,NORP,台灣
70215,GPE,台灣
70216,ORG,B1 
70217,NORP,美國
70218,ORG,哥大
70219,CARDINAL,100
70220,DATE,幾年
70221,MONEY,15萬美金
70222,ORG,日本醫科
70223,GPE,臺灣
70224,NORP,日本人
70225,GPE,日本
70226,GPE,日本
70227,NORP,日本人
70228,CARDINAL,1
70229,CARDINAL,兩
70230,LANGUAGE,英文
70231,GPE,加拿大
70232,LANGUAGE,英文
70233,CARDINAL,1000
70234,MONEY,2萬7
70235,CARDINAL,四
70236,GPE,studio
70237,GPE,Utrecht
70238,CARDINAL,四
70239,CARDINAL,3
70240,QUANTITY,800歐
